,Source file,DateTime,Date,Time,Duration(s),Comments,Pyrite Type,Texture,Generation,Reef,Mg25,Mg25 Int2SE,Mg25 LOD,Al27,Al27 Int2SE,Al27 LOD,Si29,Si29 Int2SE,Si29 LOD,P31,P31 Int2SE,P31 LOD,S33,S33 Int2SE,S33 LOD,S34,S34 Int2SE,S34 LOD,K39,K39 Int2SE,K39 LOD,Ca43,Ca43 Int2SE,Ca43 LOD,Ti49,Ti49 Int2SE,Ti49 LOD,V51,V51 Int2SE,V51 LOD,Cr53,Cr53 Int2SE,Cr53 LOD,Mn55,Mn55 Int2SE,Mn55 LOD,Co59,Co59 Int2SE,Co59 LOD,Ni60,Ni60 Int2SE,Ni60 LOD,Cu65,Cu65 Int2SE,Cu65 LOD,Zn66,Zn66 Int2SE,Zn66 LOD,Ga71,Ga71 Int2SE,Ga71 LOD,Ge74,Ge74 Int2SE,Ge74 LOD,As75,As75 Int2SE,As75 LOD,Se77,Se77 Int2SE,Se77 LOD,Se82,Se82 Int2SE,Se82 LOD,Sr88,Sr88 Int2SE,Sr88 LOD,Zr90,Zr90 Int2SE,Zr90 LOD,Mo95,Mo95 Int2SE,Mo95 LOD,Ag107,Ag107 Int2SE,Ag107 LOD,Cd111,Cd111 Int2SE,Cd111 LOD,In115,In115 Int2SE,In115 LOD,Sn118,Sn118 Int2SE,Sn118 LOD,Sb121,Sb121 Int2SE,Sb121 LOD,Te125,Te125 Int2SE,Te125 LOD,Ba137,Ba137 Int2SE,Ba137 LOD,Ta181,Ta181 Int2SE,Ta181 LOD,W182,W182 Int2SE,W182 LOD,Pt195,Pt195 Int2SE,Pt195 LOD,Au197,Au197 Int2SE,Au197 LOD,Hg202,Hg202 Int2SE,Hg202 LOD,Tl205,Tl205 Int2SE,Tl205 LOD,Pb206,Pb206 Int2SE,Pb206 LOD,Pb207,Pb207 Int2SE,Pb207 LOD,Pb208,Pb208 Int2SE,Pb208 LOD,Bi209,Bi209 Int2SE,Bi209 LOD,Th232,Th232 Int2SE,Th232 LOD,U238,U238 Int2SE,U238 LOD,Ni61,Ni61 Int2SE,Ni61 LOD
373,MVTEX-01_30.1-4.d,11/06/2015 (5) 11:51:50.72,11/06/2015 (5),0.494337037,18.804,"MVTEX-01_30.1-4.d, 11:51:50 AM (18.8 sec)_NiS inclusion",NA,NA,NA,Basal Reef,NA,1.7,12.21,NA,0.56,4.9448,2450,310,1099.7,1.02,0.54,0.1225,667000,43000,830.8,NA,NA,NA,NA,7.6,0.22578,NA,240,2130.3,36.2,4.7,0.9106,0.065,0.044,0.035441,NA,0.13,0.37201,NA,0.15,0.33113,1900,160,0.12129,232,30,0.24568,NA,0.83,0.57977,1.51,0.5,0.48923,NA,0.013,0.024648,NA,0.073,0.099023,572,45,0.52894,7.8,2.2,0.89529,6.5,1.6,2.5298,NA,0.00049,0.028873,NA,0.00058,0.02161,NA,0.0012,0.079285,0.006,0.018,0,NA,0.25,0.56026,NA,0.00039,0.014328,NA,0.14,0.36121,NA,0.043,0.12516,NA,0.56,4.8979,NA,0.0017,0,NA,0.00018,0.01803,NA,0.00064,0,NA,0.013,0.032323,NA,0.017,0.032873,0.063,0.022,0.029008,NA,0.0064,0.027498,NA,0.03,0.068846,NA,0.022,0.11564,NA,0.01,0.059234,0.021,0.018,0.020334,NA,0.00038,0,NA,0.00039,0,NA,NA,NA
374,MVTEX-01_30.1-5.d,11/06/2015 (5) 11:53:49.98,11/06/2015 (5),0.495717361,34.623,"MVTEX-01_30.1-5.d, 11:53:49 AM (34.6 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,1.1,12.032,8.6,4.3,2.7765,2500,250,1205.4,0.4,0.44,0.1187,665000,40000,817.41,NA,NA,NA,0.6,6.1,0.23624,NA,230,1729.4,42.8,5.8,0.49165,0.095,0.038,0.032831,NA,0.071,0.29261,NA,0.15,0.28564,1920,120,0.12039,161,20,0.19747,0.82,0.55,0.58028,1.26,0.39,0.52663,0.055,0.022,0.022144,NA,0.053,0.15421,577,40,0.56853,6,1.1,1.0561,4.4,1.4,2.3243,NA,0.013,0.042716,200,130,0,NA,0.0011,0.025484,NA,0.0091,0.028802,NA,0.13,0.26634,NA,0.0049,0.017333,NA,0.14,0.32062,0.115,0.072,0.11199,NA,0.54,3.5013,NA,0.091,0.10549,NA,0.0036,0.022128,NA,0.012,0.092678,NA,0.011,0.02033,0.029,0.011,0.021235,0.059,0.012,0.024839,NA,0.022,0.042785,2.32,0.9,0.055731,0.61,0.23,0.064956,0.45,0.15,0.060365,0.83,0.23,0.02169,0.56,0.26,0.12236,2.4,1.5,0.10498,NA,NA,NA
375,MVTEX-01_30.1-6.d,11/06/2015 (5) 11:55:43.47,11/06/2015 (5),0.497030903,39.002,"MVTEX-01_30.1-6.d, 11:55:43 AM (39.0 sec)",Subhedral (hydrothermal),Subhedral,Epigenetic,Basal Reef,NA,0.92,9.992,NA,0.41,3.0947,2470,220,1006.5,0.86,0.48,0.073521,620000,37000,440.7,NA,NA,NA,3.5,6.6,0.28288,NA,130,1727.2,33.7,2.9,0.91319,0.1,0.031,0.023213,NA,0.12,0.17986,NA,0.12,0.26943,2390,150,0.093129,596,52,0.14885,0.64,0.5,0.40791,1.34,0.29,0.31125,NA,0.012,0.036689,NA,0.056,0.10947,131,37,0.51359,5.4,1,0.40217,4.5,1.5,2.7159,NA,0.00051,0.018242,NA,0.00067,0.019692,NA,0.0012,0.036558,NA,0.00083,0.04096,NA,0.19,0.36453,NA,0.005,0.023957,NA,0.12,0.29987,NA,0.052,0.22586,NA,0.32,2.8944,NA,0.0019,0,NA,2.00E-04,0.035963,NA,0.0051,0.15062,NA,0.0063,0.032351,NA,0.0089,0.021596,0.053,0.012,0.02461,NA,0.0095,0.062114,NA,0.018,0.080247,NA,0.0016,0.024062,NA,0.019,0.057525,NA,0.00062,0.014843,NA,0.00038,0.062814,NA,0.00039,0.1079,NA,NA,NA
376,MVTEX-01_30.1-7.d,11/06/2015 (5) 11:57:39.81,11/06/2015 (5),0.498377431,38.682,"MVTEX-01_30.1-7.d, 11:57:39 AM (38.6 sec)",Large subhedral (hydrothermal),Subhedral,Epigenetic,Basal Reef,NA,0.92,12.17,NA,0.38,3.5924,2380,220,1324.5,1.26,0.62,0.078343,641000,39000,43312,NA,NA,NA,2.1,6.8,0.24062,NA,120,1481.8,34.5,2.7,3.1173,0.116,0.042,0.018667,NA,0.11,0.42847,NA,0.13,0.21311,1176,78,109.01,79,11,37.373,NA,0.49,0.52921,1.51,0.32,0.49655,0.023,0.011,0.018102,NA,0.058,0.12202,432,32,6.6689,6.2,1.1,1.1368,4.9,1.4,2.2549,NA,0.00048,0,NA,0.00049,0,NA,0.0054,0.051511,NA,0.00068,0.029391,NA,0.18,0.54867,NA,0.0076,0.020034,NA,0.14,0.24657,NA,0.047,0.13886,NA,0.29,2.528,NA,0.0017,0.10533,NA,0.0014,0.021904,NA,0.00061,0.13231,NA,0.0091,0.035053,NA,0.012,0.025634,0.05,0.014,0.030194,NA,0.018,0.05999,NA,0.017,0.053702,NA,0.017,0.051334,NA,0.024,0.039349,NA,0.012,0.021614,NA,0.0055,0.1337,NA,0.00033,0.14483,NA,NA,NA
377,MVTEX-01_31.1_1.d,12/01/2015 (2) 12:49:40.61,12/01/2015 (2),0.534497801,37.076,"MVTEX-01_31.1_1.d, 12:49:38 PM (37 sec)",Large anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,8.1,3.2,1.7848,NA,4.3,64.554,332,36,151.89,10.2,2,4.4005,445000,14000,32421,434000,13000,28756,NA,2,10.071,NA,34,78.407,12.38,0.93,1.3295,0.102,0.024,0.041289,NA,0.13,0.3206,4.65,0.21,0.27463,523,16,1.4676,785,25,0.58424,20.83,0.93,0.099123,1.76,0.16,0.11639,0.056,0.017,0.027356,NA,0.079,0.20027,1582,50,3.6105,10.7,1.1,0.95854,11.6,1.1,1.3148,0.105,0.026,0.05076,0.026,0.021,0.01744,15.1,1,0.022713,0.18,0.027,0.011189,NA,0.044,0.2951,NA,0.0019,0.006,NA,0.075,0.20343,67.4,3.3,1.4554,3.87,0.4,0.20982,0.091,0.051,0.060585,NA,6.40E-05,0,1.43,0.12,0,NA,0.0032,0.008527,0.375,0.046,0.013882,0.34,0.042,0.073168,62.3,1.8,0.04215,5.73,0.45,0.27066,4.57,0.28,0.37491,4.52,0.25,0.4379,29.1,1.2,0.15554,NA,0.0012,0.0056562,0.0054,0.0053,0,NA,NA,NA
378,MVTEX-01_31.1_2.d,12/01/2015 (2) 12:51:53.38,12/01/2015 (2),0.536034491,28.056,"MVTEX-01_31.1_2.d, 12:51:51 PM (40.6 sec)_Al mineral inclusion",Large anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,4.27,0.89,0.78812,1.1,1.5,0.38131,382,46,94.526,11.2,1.8,4.2351,419000,12000,509.25,410000,11000,149.52,5.7,1.7,1.821,NA,38,74.621,10.8,1.2,0.42742,0.051,0.015,0.014188,NA,0.14,0.32817,2.95,0.2,0.24894,526,17,0.0062918,1241,39,0.036727,16.28,0.72,0.066475,1.65,0.12,0.08423,0.057,0.021,0.024203,NA,0.058,0.14661,1445,41,0.74119,NA,0.34,0.98367,1.42,0.58,1.18,0.088,0.021,0.0074453,NA,0.00011,0,14.82,0.86,0.0089662,0.127,0.023,0.013336,NA,0.04,0.15901,NA,0.0035,0.0060444,NA,0.075,0.16506,14.7,2.2,0.060996,2.22,0.32,0.22458,0.132,0.07,0,NA,4.70E-05,0,1.72,0.14,0,NA,0.0057,0.011522,0.32,0.12,0.0093702,0.28,0.03,0.079836,57.5,1.8,0.01257,3.57,0.2,0.009872,3.74,0.22,0.0093294,3.56,0.18,0.013365,26.4,1.2,0.0084223,NA,5.30E-05,0.0037078,0.0029,0.0036,0,NA,NA,NA
379,MVTEX-01_31.1_3.d,12/01/2015 (2) 12:53:48.76,12/01/2015 (2),0.537369907,37.621,"MVTEX-01_31.1_3.d, 12:53:47 PM (37.6 sec)",Large anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,6.7,3.1,0.36969,8.9,5.9,0.32045,366,32,83.299,9.5,2,4.0184,440000,17000,565.55,433000,16000,190.44,5.9,2.1,2.3599,NA,39,93.58,11.3,1.2,0.46676,0.041,0.013,0.013597,NA,0.1,0.23286,3.12,0.25,0.20411,760,66,0.0051494,1008,42,0.087088,24.2,1.1,0.090331,1.9,0.14,0.11628,0.046,0.018,0.033414,NA,0.049,0.15188,1182,66,0.9407,3.87,0.88,0.81913,3.7,1,1.3863,0.071,0.021,0,5.00E-04,0.0036,0,16.6,2.9,0,0.17,0.023,0.0087522,NA,0.046,0.17428,NA,0.0023,0.011985,NA,0.095,0.18101,52.5,2.4,0.048055,4.61,0.47,0.21729,0.207,0.081,0,NA,6.30E-05,0.0050383,2.27,0.17,0,NA,0.0039,0.029751,0.455,0.068,0.0092522,0.382,0.039,0.065999,37.5,1.5,0.014948,6.95,0.46,0.034088,7.26,0.45,0.029584,7.1,0.41,0.01497,44.3,1.5,0.023253,NA,9.10E-05,0.006916,8.00E-04,0.0016,0,NA,NA,NA
380,MVTEX-01_31.1_4.d,12/01/2015 (2) 12:55:49.40,12/01/2015 (2),0.538766204,36.886,"MVTEX-01_31.1_4.d, 12:55:47 PM (36.9 sec)",Anhedral (zoned),Anhedral,Epigenetic,Basal Reef,0.86,0.29,0.697,NA,2,72.487,337,40,183.96,9.2,1.5,3.2908,442000,18000,31706,421000,14000,28472,5.8,2.3,1.9464,NA,30,83.528,11.1,1,0.70612,0.042,0.011,0.03962,NA,0.084,0.59177,3.59,0.21,0.23609,657,20,91.944,1033,27,50.724,25.48,0.97,3.3055,NA,0.13,3.5103,NA,0.012,0.084338,NA,0.061,0.13805,1684,58,68.434,9.02,0.96,0.96612,8.85,0.92,1.6611,0.0176,0.0088,0,NA,0.00018,0.014621,11.57,0.45,3.008,0.175,0.027,0.034077,NA,0.016,0.15424,NA,0.002,0.0082486,NA,0.075,0.15302,70.2,3.5,2.0049,4.2,0.53,0.27148,0.086,0.049,0,NA,6.30E-05,0,1.24,0.12,0.09921,NA,0.0045,0.0229,0.671,0.046,0.64831,0.245,0.034,0.089646,46.8,1.3,1.8371,8.38,0.59,0.51193,8.57,0.49,0.41145,8.15,0.46,0.54033,49.7,3.6,2.6072,NA,8.30E-05,0.0052226,NA,0.0018,0.0093373,NA,NA,NA
381,MVTEX-01_31.1_5.d,12/01/2015 (2) 13:04:34.32,12/01/2015 (2),0.544841667,38.067,"MVTEX-01_31.1_5.d, 1:04:33 PM (38 sec)",Anhedral (zoned),Anhedral,Epigenetic,Basal Reef,3.4,1.9,0.76495,11.3,4.2,0.34024,313,56,90.469,6.7,1.8,3.8481,515000,31000,510.68,503000,27000,184.72,NA,2.1,2.4713,121,47,100.14,12.8,1.4,0.48412,0.073,0.018,0.019754,0.34,0.18,0.20913,2.58,0.41,0.22814,2160,340,0.014993,1056,75,0.06709,13.4,2.5,0.10867,1.21,0.25,0.0991,NA,0.01,0.014984,NA,0.069,0.14269,1389,70,0.98197,7.4,1.9,0.97712,8.1,2.2,1.6088,0.0105,0.0067,0.0092443,NA,0.0016,0,17.6,3.3,0.011045,0.101,0.027,0.017202,NA,0.049,0.27368,NA,0.0028,0.007503,NA,0.1,0.16946,31.7,5.9,0.079676,1.74,0.31,0.38525,0.036,0.029,0.035469,NA,1.00E-04,0.0028641,1.33,0.29,0,NA,0.0045,0.015507,0.205,0.039,0.0079792,0.354,0.052,0.083268,25.2,4.8,0.019393,2.96,0.37,0.01217,3.2,0.39,0.023065,3.25,0.42,0.021324,15,1.7,0.0082719,NA,0.0016,0.0045943,NA,1.00E-04,0,NA,NA,NA
382,MVTEX-01_31.1_6.d,12/01/2015 (2) 13:06:14.68,12/01/2015 (2),0.546003241,37.882,"MVTEX-01_31.1_6.d, 1:06:14 PM (37.9 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.36,1.1061,14.3,7.5,0.47588,351,53,122.18,9.4,2.4,4.4023,572000,25000,41203,558000,24000,44253,5,2.7,2.8128,131,39,118.89,17.7,1.9,1.3846,0.039,0.017,0.0051143,NA,0.16,0.29088,0.41,0.18,0.24709,1419,62,69.61,2030,120,117.24,1.54,0.68,0.12524,0.32,0.12,0.12041,0.02,0.016,0.017424,0.23,0.095,0.19955,778,29,63.523,11.7,1.2,1.7198,12.4,1.3,2.0494,NA,0.0015,0.010761,0.51,0.48,0.015012,NA,0.15,3.3793,0.0191,0.0091,0.012316,NA,0.044,0.20929,NA,0.0029,0.0056114,NA,0.14,0.30054,2.3,1.1,0.20419,0.79,0.3,0.38717,NA,0.0087,0,NA,9.50E-05,0,0.098,0.055,0.014605,NA,0.00045,0.037068,0.046,0.019,0.016685,0.163,0.045,0.10406,3,1.5,0.25643,0.75,0.24,0.10673,0.58,0.2,0.068453,0.58,0.2,0.051887,6,1.6,0.4448,7.00E-04,0.0024,0,0.03,0.032,0,NA,NA,NA
383,MVTEX-01_31.1_7.d,12/01/2015 (2) 13:08:48.40,12/01/2015 (2),0.547782407,37.971,"MVTEX-01_31.1_7.d, 1:08:47 PM (38 sec)",Anhedral (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.23,0.88097,7.7,2.7,0.31497,325,46,120.09,7.6,2.1,3.5505,505000,23000,554.99,490000,22000,173.28,6.4,2.1,2.135,NA,35,100.36,13.8,1.5,0.70431,0.06,0.019,0.018321,NA,0.13,0.30163,4.25,0.44,0.2584,1740,110,0.006322,980,64,0.087691,8.87,0.78,0.10072,1.42,0.2,0.11114,NA,0.016,0.029988,NA,0.071,0.13089,1581,93,1.033,7,1.6,1.2036,6.3,1.3,1.6734,0.028,0.012,0,NA,0.0077,0.0090085,6.68,0.93,0.031228,0.051,0.014,0.017752,NA,0.065,0.22768,NA,0.0011,0.012228,NA,0.086,0.20091,43.2,2.2,0.12867,1.46,0.32,0.35408,NA,0.019,0.034483,NA,9.00E-05,0.002781,1.13,0.19,0,NA,0.0059,0.030039,0.302,0.04,0.01065,0.415,0.055,0.092328,54.2,3,0.014509,2.33,0.2,0.027342,2.72,0.22,0.011191,2.59,0.19,0.020317,12.6,1.1,0.0085756,NA,0.00012,0.0064194,NA,8.40E-05,0.0028706,NA,NA,NA
384,MVTEX01_37-1.d,11/06/2015 (5) 15:50:57.73,11/06/2015 (5),0.660390394,34.301,"MVTEX01_37-1.d, 3:50:57 PM (34.3 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,1,7.4118,NA,0.42,3.3047,1160,130,767.89,0.62,0.33,0.14026,597000,39000,482.96,NA,NA,NA,19.1,6.7,0.25273,NA,150,971.8,22.4,2.5,0.84768,0.085,0.03,0.062516,NA,0.17,0.37434,0.32,0.16,0.31332,21.9,1.7,0.10851,75.1,6.7,0.090765,0.49,0.36,0.2627,0.68,0.28,0.3596,NA,0.019,0.048546,NA,0.043,0.1036,3.4,1.6,0.60689,4.2,1.1,0.58839,4.5,1,2.0196,NA,0.00059,0.032744,NA,0.015,0,NA,0.049,0.074712,NA,0.00072,0.042811,NA,0.12,0.49381,NA,0.013,0.024355,NA,0.16,0.31055,NA,0.045,0.10519,NA,0.2,2.7231,NA,0.0058,0,NA,0.00069,0,NA,0.00058,0,NA,0.0071,0.028684,NA,0.0048,0.014414,0.131,0.04,0.07333,NA,0.012,0.022749,NA,0.027,0.077494,NA,0.016,0.048441,NA,0.011,0.039764,NA,0.00041,0.0080423,NA,4.00E-04,0,NA,0.00033,0,NA,NA,NA
385,MVTEX01_37-2.d,11/06/2015 (5) 15:52:40.79,11/06/2015 (5),0.661583218,38.103,"MVTEX01_37-2.d, 3:52:40 PM (38.1 sec)",Euhedral (hydrothermal),Euhedral,Epigenetic,Basal Reef,NA,1.3,7.7573,4.2,4.1,3.6212,1220,110,861.93,0.91,0.27,0.13398,595000,33000,46788,NA,NA,NA,4.7,7.4,0.26648,NA,110,994.77,20.8,2.3,2.039,0.061,0.025,0.045565,NA,0.13,0.21377,0.34,0.18,0.26266,107,92,1.799,196,32,8.2841,1660,250,0.25139,8.7,2.5,0.32119,NA,0.021,0.043466,0.105,0.06,0.10377,2.6,1.4,0.62914,10.8,1.7,0.58508,10.5,1.6,1.8046,NA,0.00048,0,NA,0.00078,0.051018,NA,0.0013,0,5.7,2.1,0,0.45,0.23,0.29307,NA,0.0045,0.018475,NA,0.11,0.26055,NA,0.03,0.088093,7.5,1.6,2.961,NA,0.0049,0.24947,NA,0.0012,0.011772,NA,5.00E-04,0.050148,NA,0.0051,0.013912,NA,0.0045,0.010186,0.125,0.033,0.073336,NA,0.011,0.028777,7.87,0.91,0,7.12,0.86,0.048465,9.04,0.88,0.022838,6.94,0.7,0.0080695,NA,0.00031,0.04449,NA,0.00026,0,NA,NA,NA
386,MVTEX01_37-3.d,11/06/2015 (5) 16:02:56.18,11/06/2015 (5),0.668705787,37.879,"MVTEX01_37-3.d, 4:02:55 PM (37.8 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.77,7.0679,NA,0.41,2.7305,1330,140,864.23,0.87,0.27,0.114,555000,31000,454.42,NA,NA,NA,NA,5.9,0.2256,NA,210,1794.3,20,2.5,0.73568,0.05,0.021,0.044112,NA,0.091,0.28701,NA,0.14,0.3705,541,33,0.083095,71.9,5,0.25148,0.88,0.41,0.28592,0.4,0.18,0.29316,NA,0.015,0.04718,NA,0.046,0.11705,12.6,1.7,0.70717,3.8,0.69,0.69266,4.1,1.1,2.073,NA,5.00E-04,0.011589,NA,0.00084,0.026285,NA,0.012,0.064409,0.11,0.1,0,NA,0.12,0.27248,NA,0.0057,0.029555,NA,0.12,0.25651,NA,0.044,0.084497,4.9,3.2,3.567,NA,0.0051,0.11741,NA,0.00012,0,NA,5.00E-04,0.05195,NA,0.0053,0.020639,NA,0.006,0.010237,0.42,0.048,0.15094,NA,0.012,0.034517,3.5,2.6,0.067435,3.8,2.7,0.034901,3.7,2.6,0.035871,4.1,2.9,0.01869,NA,0.00035,0.09222,NA,0.00028,0,NA,NA,NA
387,MVTEX01_37-4.d,11/06/2015 (5) 16:04:46.72,11/06/2015 (5),0.669985185,37.3,"MVTEX01_37-4.d, 4:04:46 PM (37.3 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.68,10.081,NA,0.45,3.2998,NA,120,1316,0.69,0.25,0.11174,519000,32000,40942,NA,NA,NA,NA,4.7,0.22365,NA,150,948.78,19.8,2.1,1.2542,0.059,0.027,0.026485,NA,0.099,0.22503,NA,0.17,0.28524,337,41,45.958,26.3,1.7,7.1676,0.3,0.15,0.19585,0.53,0.18,0.23082,NA,0.016,0.025202,NA,0.054,0.081501,12.8,1.6,0.54452,4,0.86,0.6861,3.9,1.2,2.4408,NA,0.00056,0,0.81,0.59,0.043106,NA,0.0063,0.035404,0.24,0.13,0.024954,NA,0.079,0.14563,NA,0.0031,0.021822,NA,0.099,0.20238,NA,0.042,0.093821,NA,0.65,2.3079,NA,0.0058,0.096212,0.033,0.018,0,NA,0.0083,0.11818,NA,0.0069,0.016985,0.0113,0.0062,0.0061736,0.24,0.034,0.087135,NA,0.011,0.031873,48,30,0.047175,7.6,4.8,0.034425,6.9,3.9,0.13254,1.11,0.58,0.039539,54,37,0.037804,102,64,0,NA,NA,NA
388,MVTEX01_37-5.d,11/06/2015 (5) 16:06:30.19,11/06/2015 (5),0.671182755,38.006,"MVTEX01_37-5.d, 4:06:30 PM (38.0 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,0.65,7.7069,NA,0.36,3.9371,NA,130,1077.8,0.68,0.25,0.1589,578000,32000,1364.6,NA,NA,NA,NA,6.6,0.20385,NA,170,1428.2,23.1,3.2,0.77608,0.063,0.027,0.050472,NA,0.081,0.3626,NA,0.13,0.32347,9.5,1.2,0.12138,165,11,0.20731,0.34,0.15,0.32236,0.56,0.21,0.39374,NA,0.019,0.044375,NA,0.037,0.095291,1.5,1.3,0.74106,8.3,1.1,0.86893,7.8,1.4,2.6344,NA,0.0074,0.023564,NA,0.00085,0,NA,0.0097,0.12788,NA,0.007,0,NA,0.11,0.23029,NA,0.0031,0.0276,NA,0.1,0.2187,NA,0.038,0.12504,NA,0.38,3.2267,NA,0.0052,0,NA,0.00013,0,NA,0.00053,0.10716,NA,0.0014,0.012511,NA,0.0074,0.008357,0.23,0.049,0.1173,NA,0.022,0.039617,NA,0.018,0.090195,NA,0.021,0.05724,NA,0.011,0.028656,0.054,0.021,0.024386,NA,0.00035,0.09517,NA,3.00E-04,0.12062,NA,NA,NA
389,MVTEX01_37-6.d,11/06/2015 (5) 16:08:40.86,11/06/2015 (5),0.672695139,37.11,"MVTEX01_37-6.d, 4:08:40 PM (37.1 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,101,26,10.399,100,32,3.5018,2050,230,1122.9,0.95,0.31,0.16289,580000,36000,570.09,NA,NA,NA,25.5,7.3,0.23164,NA,160,1394.5,22.3,2.6,0.92299,0.061,0.026,0.032693,NA,0.13,0.38706,0.99,0.25,0.35442,1.68,0.34,0.070151,213,23,0.2593,1830,380,0.29455,4.6,1.5,0.31707,0.091,0.032,0.063677,NA,0.039,0.091705,7.5,1.4,0.54056,13.5,2.2,0.64964,11.4,2,1.9742,0.069,0.035,0.011516,NA,0.001,0.060082,NA,0.0082,0,1.74,0.38,0,NA,0.22,1.1495,NA,0.0065,0.022804,NA,0.13,0.29226,0.75,0.16,0.13387,NA,0.47,2.4428,NA,0.0066,0,NA,0.0022,0.02479,NA,0.00062,0.05282,NA,0.012,0.019262,NA,0.01,0.017459,0.213,0.045,0.10211,NA,0.024,0.034552,73,12,0.079546,61.2,9.4,0.07113,78,12,0.033913,4.76,0.58,0.025141,NA,0.00038,0,NA,0.0036,0.041054,NA,NA,NA
390,MVTEX01_37-7.d,11/06/2015 (5) 16:10:23.82,11/06/2015 (5),0.673886806,36.434,"MVTEX01_37-7.d, 4:10:23 PM (36.4 sec)",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,135,36,9.0344,2620,830,3.5946,7200,1500,1013.2,0.93,0.27,0.14787,565000,37000,1278.3,NA,NA,NA,830,240,0.27195,NA,120,1285.9,23,2.6,0.64157,0.112,0.039,0.038852,NA,0.16,0.3602,1.21,0.32,0.28926,18.1,3.9,0.06902,1180,110,0.29316,184,68,0.23194,2.29,0.91,0.28814,0.4,0.13,0.050647,0.138,0.05,0.12769,4.2,1.6,0.58923,15,1.7,0.51978,13.8,1.9,2.9741,0.244,0.081,0.011283,NA,0.015,0.044794,NA,0.012,0.028505,0.63,0.15,0,NA,0.19,0.50532,NA,0.011,0.028531,NA,0.18,0.23093,0.154,0.066,0.096405,8.8,1.4,2.7478,7.6,2.6,0,0.055,0.022,0,0.011,0.018,0,NA,0.0025,0.016519,0.036,0.014,0.011648,0.203,0.034,0.087068,0.084,0.033,0.036206,25.8,2.3,0.053322,24.3,3,0.063384,28.9,3.3,0.041185,14.4,1.8,0.0085682,NA,0.00045,0.064136,NA,0.00036,0,NA,NA,NA
391,MVTEX01_37-8.d,11/06/2015 (5) 16:12:13.93,11/06/2015 (5),0.675161227,36.088,"MVTEX01_37-8.d, 4:12:12 PM (36.1 sec)_Pb inclusion",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,NA,7.5,84.177,NA,93,1917.5,NA,460,3370,1.05,0.24,0.13671,575000,37000,42805,NA,NA,NA,94,36,2.2747,NA,150,1312.2,24.2,2.9,2.3867,0.061,0.023,0.047557,NA,0.098,0.34347,NA,0.17,0.74567,NA,0.063,1.0307,302,28,133.86,440,150,2.4953,5.1,2.5,0.34914,NA,0.03,0.1076,0.146,0.044,0.099764,1.9,1.3,0.64377,17.4,1.9,1.0468,13.9,2.1,2.0089,NA,0.014,0.11342,NA,0.00091,0.024076,NA,0.025,0.025423,1.23,0.31,0.069633,NA,0.14,0.21745,NA,0.0053,0.01228,NA,0.12,0.23044,NA,0.044,0.096658,NA,0.27,5.0691,NA,0.24,1.2961,NA,0.013,0.022468,NA,0.00056,0.095729,NA,0.0047,0.015174,0.028,0.011,0.020967,0.196,0.053,0.072353,0.033,0.023,0.026566,14.1,1.9,3.8363,11.6,1.2,3.5128,15.4,2,3.7696,1.89,0.22,1.7809,NA,0.00038,0,NA,0.00031,0,NA,NA,NA
392,MVTEX01_37-9.d,11/06/2015 (5) 16:14:08.22,11/06/2015 (5),0.676484028,37.024,"MVTEX01_37-9.d, 4:14:08 PM (37.0 sec)_quartz inclusion",Anhedral following foliation (hydrothermal),Anhedral,Epigenetic,Basal Reef,18,6.3,9.8169,580,210,3.1519,53300,8100,1248.7,1.02,0.28,0.15613,593000,36000,52570,NA,NA,NA,165,63,0.24857,NA,160,1391.3,24.6,3.4,1.7915,0.063,0.027,0.036061,NA,0.069,0.28823,NA,0.16,0.39499,55.3,9.3,0.27079,714,57,29.587,790,190,14.183,0.94,0.23,0.43189,0.062,0.03,0.034301,0.179,0.057,0.11801,3,1.4,0.55469,13.5,1.8,2.1467,11.1,1.5,2.8239,0.164,0.093,0,NA,0.00096,0,0.097,0.048,0.057555,21.5,2.5,0.32168,NA,0.18,0.46534,NA,0.0053,0.02203,NA,0.12,0.23276,NA,0.058,0.098631,85,13,5.3595,1.92,0.72,0,NA,0.0065,0.026069,NA,0.00058,0.10084,NA,0.008,0.033278,0.375,0.069,0.026727,0.248,0.044,0.083452,0.115,0.039,0.039951,147,23,1.4905,95,14,0.97975,111,17,1.0982,89,12,1.404,NA,0.00036,0,0.0022,0.0066,0,NA,NA,NA
